value1;value2;value3;
4824;13;995;
4825;201;7148;
4826;845;23;
4827;489;1768;
4828;90;4406;
4829;646;4562;
4830;616;8858;
4831;910;8309;
4832;59;1727;
4833;67;3892;
4834;591;2194;
4835;309;1183;
4836;372;4729;
4837;587;7521;
4838;934;1369;
4839;73;8761;
4840;794;4551;
4841;547;4226;
4842;421;4591;
4843;456;5217;
4844;839;7770;
4845;698;9500;
4846;508;5440;
4847;145;1170;
4848;51;1306;
4849;487;906;
4850;24;7522;
4851;590;1179;
4852;140;4329;
4853;654;3493;
4854;316;3477;
4855;555;8155;
4856;615;7222;
4857;515;5070;
4858;336;4915;
4859;76;9223;
4860;228;6501;
4861;564;2672;
4862;301;207;
4863;706;47;
4864;189;5256;
4865;410;3088;
4866;871;6984;
4867;447;5054;
4868;150;9819;
4869;88;4798;
4870;33;3220;
4871;948;2617;
4872;886;9777;
4873;298;3715;
4874;275;8359;
4875;842;108;
4876;981;234;
4877;159;2451;
4878;343;5419;
4879;854;3858;
4880;156;2847;
4881;959;2298;
4882;719;8359;
4883;306;1628;
4884;55;4577;
4885;342;128;
4886;537;939;
4887;274;8598;
4888;181;6351;
4889;646;3223;
4890;11;8607;
4891;508;1783;
4892;422;6094;
4893;808;8713;
4894;534;5769;
4895;607;3566;
4896;948;2352;
4897;203;9996;
4898;590;5685;
4899;108;88;
4900;642;7296;
4901;611;1951;
4902;767;9436;
4903;112;1078;
4904;119;2258;
4905;963;6908;
4906;57;9632;
4907;815;3593;
4908;756;1637;
4909;363;8198;
4910;909;3243;
4911;930;7288;
4912;769;4290;
4913;522;3626;
4914;902;8357;
4915;841;5654;
4916;387;5388;
4917;108;3903;
4918;481;9853;
4919;801;9710;
4920;81;8159;
4921;748;4584;
4922;820;9100;
4923;479;9320;
4924;754;2226;
4925;267;3918;
4926;2;9527;
4927;827;7331;
4928;256;4599;
4929;319;9176;
4930;788;3292;
4931;518;3642;
4932;719;3608;
4933;908;9620;
4934;801;2465;
4935;891;7682;
4936;862;1305;
4937;166;2109;
4938;359;4809;
4939;593;9815;
4940;772;1018;
4941;756;8933;
4942;263;5184;
4943;118;9108;
4944;315;4884;
4945;622;5001;
4946;108;9260;
4947;453;2554;
4948;17;9849;
4949;16;6722;
4950;564;7756;
4951;881;3365;
4952;394;2053;
4953;60;6080;
4954;813;1370;
4955;255;9355;
4956;822;4193;
4957;891;4991;
4958;208;9898;
4959;960;6574;
4960;761;7068;
4961;676;4531;
4962;401;634;
4963;988;4615;
4964;621;9922;
4965;763;3053;
4966;829;8770;
4967;439;4939;
4968;633;7591;
4969;707;4405;
4970;155;2755;
4971;303;4007;
4972;157;3386;
4973;724;8239;
4974;331;5978;
4975;43;3061;
4976;275;7940;
4977;477;4825;
4978;361;4939;
4979;749;8183;
4980;855;6680;
4981;962;8072;
4982;186;5496;
4983;689;2136;
4984;695;7282;
4985;407;9312;
4986;20;9689;
4987;915;8992;
4988;836;3370;
4989;706;3579;
4990;434;3730;
4991;244;6878;
4992;47;7168;
4993;652;3070;
4994;590;6418;
4995;765;5709;
4996;484;4479;
4997;264;5689;
4998;389;5120;
4999;970;6497;
5000;457;3340;
5001;994;9077;
5002;150;7230;
5003;393;9001;
5004;343;581;
5005;585;3253;
5006;978;3752;
5007;8;5132;
5008;32;4259;
5009;934;4471;
5010;365;3283;
5011;177;8158;
5012;647;6218;
5013;754;4002;
5014;811;8912;
5015;656;2394;
5016;514;2294;
5017;139;8408;
5018;147;1928;
5019;91;8582;
5020;75;3246;
5021;23;3138;
5022;311;1215;
5023;121;308;
5024;826;3587;
5025;566;7000;
5026;498;3682;
5027;683;397;
5028;116;9374;
5029;452;8249;
5030;96;4843;
5031;46;8326;
5032;255;2615;
5033;260;4028;
5034;384;3753;
5035;63;2524;
5036;395;474;
5037;269;8807;
5038;741;9514;
5039;172;3433;
5040;634;113;
5041;417;4021;
5042;256;1828;
5043;593;5742;
5044;87;5423;
5045;512;7136;
5046;383;9669;
5047;784;1817;
5048;643;7713;
5049;993;679;
5050;393;5591;
5051;151;2782;
5052;451;6717;
5053;458;5638;
5054;311;8063;
5055;510;6223;
5056;618;6020;
5057;618;4723;
5058;164;5419;
5059;422;7958;
5060;53;7441;
5061;469;4140;
5062;870;7698;
5063;578;8103;
5064;538;3336;
5065;519;5019;
5066;698;6693;
5067;609;1;
5068;967;6010;
5069;895;1412;
5070;715;4722;
5071;177;8059;
5072;929;8846;
5073;262;4179;
5074;731;9709;
5075;925;9577;
5076;41;151;
5077;629;6657;
5078;343;7942;
5079;400;7957;
5080;120;226;
5081;26;8190;
5082;22;6520;
5083;999;2392;
5084;388;4294;
5085;379;9301;
5086;147;3189;
5087;651;177;
5088;584;3235;
5089;32;5692;
5090;998;5564;
5091;92;7673;
5092;752;8149;
5093;573;8483;
5094;55;789;
5095;158;119;
5096;625;6689;
5097;261;6274;
5098;107;9714;
5099;735;2855;
5100;53;4340;
5101;863;6989;
5102;763;8942;
5103;198;4563;
5104;445;7033;
5105;781;6529;
5106;972;3230;
5107;566;5149;
5108;244;2929;
5109;992;6374;
5110;273;8596;
5111;720;3936;
5112;426;3737;
5113;292;236;
5114;843;9576;
5115;492;8995;
5116;22;9577;
5117;450;8080;
5118;25;7167;
5119;504;2903;
5120;507;6386;
5121;336;5942;
5122;567;3735;
5123;326;9334;
5124;283;5373;
5125;626;3581;
5126;819;2022;
5127;74;8244;
5128;702;4608;
5129;229;240;
5130;203;3743;
5131;314;2191;
5132;580;521;
5133;22;8561;
5134;287;4782;
5135;100;1985;
5136;294;1554;
5137;478;5518;
5138;493;6937;
5139;858;2586;
5140;640;7053;
5141;64;8414;
5142;575;287;
5143;600;584;
5144;530;5080;
5145;441;2146;
5146;358;9178;
5147;300;6864;
5148;498;1992;
5149;903;278;
5150;283;5390;
5151;765;7396;
5152;858;9839;
5153;979;3823;
5154;600;8985;
5155;925;5612;
5156;888;2407;
5157;822;9772;
5158;42;7299;
5159;55;5359;
5160;24;8181;
5161;638;4614;
5162;945;2077;
5163;520;4329;
5164;516;1993;
5165;874;273;
5166;607;2787;
5167;201;1796;
5168;228;283;
5169;346;5947;
5170;404;7356;
5171;19;3601;
5172;910;5245;
5173;991;6762;
5174;456;9814;
5175;977;3149;
5176;254;6045;
5177;144;8640;
5178;889;8972;
5179;617;5775;
5180;990;7729;
5181;851;792;
5182;223;6594;
5183;91;6070;
5184;775;6314;
5185;319;9239;
5186;951;9893;
5187;879;4396;
5188;902;611;
5189;408;3533;
5190;5;2285;
5191;683;6391;
5192;744;8850;
5193;138;8388;
5194;296;9099;
5195;883;900;
5196;701;5987;
5197;221;5149;
5198;849;7245;
5199;366;7757;
5200;424;1921;
5201;791;5831;
5202;675;2247;
5203;95;6514;
5204;388;2863;
5205;204;7242;
5206;316;2106;
5207;329;6080;
5208;560;1864;
5209;697;6341;
5210;674;9727;
5211;490;143;
5212;236;1604;
5213;140;6965;
5214;703;5002;
5215;640;3309;
5216;721;4948;
5217;886;5679;
5218;373;2968;
5219;550;9334;
5220;133;7203;
5221;232;9347;
5222;634;6835;
5223;504;7677;
5224;588;5924;
5225;441;7993;
5226;533;43;
5227;778;5265;
5228;479;4888;
5229;597;9045;
5230;862;9260;
5231;948;3035;
5232;768;279;
5233;815;3011;
5234;465;6172;
5235;768;428;
5236;308;8387;
5237;296;1117;
5238;267;4635;
5239;650;8849;
5240;383;8714;
5241;980;5314;
5242;227;3538;
5243;943;16;
5244;323;7939;
5245;788;9951;
5246;610;9863;
5247;70;7162;
5248;48;9197;
5249;486;2215;
5250;11;6325;
5251;753;1289;
5252;613;1125;
5253;534;8684;
5254;779;342;
5255;908;65;
5256;565;7726;
5257;921;3414;
5258;545;8826;
5259;5;8080;
5260;594;4520;
5261;388;8471;
5262;279;8975;
5263;642;1887;
5264;654;2283;
5265;464;4431;
5266;374;7913;
5267;725;7616;
5268;652;3867;
5269;153;3252;
5270;749;984;
5271;491;6208;
5272;91;2131;
5273;234;7863;
5274;371;9894;
5275;952;7572;
5276;746;5180;
5277;658;4147;
5278;680;1176;
5279;660;1005;
5280;949;2133;
5281;289;2767;
5282;696;6266;
5283;760;2470;
5284;854;5369;
5285;539;9097;
5286;279;8933;
5287;825;1858;
5288;468;7278;
5289;611;6970;
5290;197;2219;
5291;220;1888;
5292;111;9570;
5293;89;2726;
5294;194;6822;
5295;311;7657;
5296;145;5966;
5297;132;5386;
5298;251;5166;
5299;46;4926;
5300;814;4516;
5301;304;3886;
5302;115;7090;
5303;643;4892;
5304;444;6339;
5305;841;131;
5306;658;8059;
5307;221;745;
5308;27;4959;
5309;126;8628;
5310;633;6462;
5311;425;5174;
5312;966;4411;
5313;406;4518;
5314;619;7368;
5315;675;3356;
5316;16;6560;
5317;549;9625;
5318;414;9937;
5319;374;3745;
5320;696;7157;
5321;680;4902;
5322;679;2332;
5323;575;7570;
5324;428;2759;
5325;892;7056;
5326;817;9331;
5327;317;9928;
5328;57;8415;
5329;594;7925;
5330;206;9196;
5331;51;7045;
5332;681;3697;
5333;286;4028;
5334;827;2984;
5335;124;6645;
5336;930;6377;
5337;339;2727;
5338;232;1312;
5339;150;5199;
5340;294;2189;
5341;176;8400;
5342;277;7496;
5343;719;2340;
5344;293;3151;
5345;853;5357;
5346;750;1710;
5347;555;9596;
5348;396;8154;
5349;70;7117;
5350;744;9018;
5351;787;861;
5352;344;5122;
5353;358;8922;
5354;1;3549;
5355;974;8053;
5356;323;4790;
5357;533;1334;
5358;971;6787;
5359;164;8941;
5360;838;1935;
5361;371;6512;
5362;600;1347;
5363;101;1622;
5364;821;1632;
5365;809;9998;
5366;871;1803;
5367;326;4861;
5368;902;7365;
5369;558;8610;
5370;773;7510;
5371;435;7080;
5372;721;4998;
5373;944;4823;
5374;469;7016;
5375;278;2727;
5376;48;4435;
5377;958;5875;
5378;624;5374;
5379;198;6166;
5380;768;9959;
5381;189;756;
5382;141;4703;
5383;480;4951;
5384;150;790;
5385;79;5029;
5386;978;3071;
5387;650;3882;
5388;547;8048;
5389;292;8568;
5390;160;9929;
5391;706;5383;
5392;120;8414;
5393;645;5418;
5394;586;3170;
5395;490;8816;
5396;578;8562;
5397;491;7940;
5398;366;5115;
5399;63;4018;
5400;30;8457;
5401;628;4725;
5402;298;3389;
5403;693;5858;
5404;237;3001;
5405;990;1531;
5406;631;7276;
5407;532;8609;
5408;993;2245;
5409;146;9577;
5410;401;437;
5411;558;5145;
5412;646;5046;
5413;761;3856;
5414;749;2753;
5415;557;6495;
5416;401;3089;
5417;690;7832;
5418;786;5202;
5419;481;513;
5420;284;7557;
5421;74;805;
5422;8;2131;
5423;272;279;
5424;239;2715;
5425;801;8100;
5426;619;4762;
5427;852;1892;
5428;600;4342;
5429;67;4653;
5430;559;1047;
5431;424;1796;
5432;972;3923;
5433;180;3472;
5434;405;7764;
5435;106;2557;
5436;491;6359;
5437;315;2074;
5438;709;1284;
5439;538;1344;
5440;855;4549;
5441;871;6703;
5442;426;1414;
5443;593;886;
5444;149;151;
5445;620;4670;
5446;193;5216;
5447;355;3157;
5448;354;6050;
5449;415;2946;
5450;425;3718;
5451;749;2057;
5452;630;6372;
5453;877;2301;
5454;91;9810;
5455;398;8493;
5456;852;1575;
5457;464;61;
5458;475;3067;
5459;634;9538;
5460;55;3421;
5461;185;4873;
5462;620;2384;
5463;826;4804;
5464;647;5283;
5465;526;2514;
5466;368;2252;
5467;820;7130;
5468;433;4928;
5469;453;6724;
5470;694;1425;
5471;169;9460;
5472;994;1365;
5473;823;2612;
5474;697;1774;
5475;209;429;
5476;493;764;
5477;990;1905;
5478;63;4859;
5479;360;7384;
5480;23;4442;
5481;838;436;
5482;503;9738;
5483;389;4995;
5484;577;254;
5485;647;9010;
5486;257;8197;
5487;365;4905;
5488;278;7058;
5489;968;7222;
5490;529;1092;
5491;83;7337;
5492;224;7207;
5493;37;4873;
5494;397;38;
5495;387;7106;
5496;430;5162;
5497;394;5372;
5498;906;8996;
5499;650;2153;
5500;57;7379;
5501;374;6538;
5502;810;4275;
5503;159;2110;
5504;962;9010;
5505;440;6137;
5506;720;4096;
5507;45;493;
5508;574;7938;
5509;813;6407;
5510;193;5107;
5511;750;8568;
5512;185;2200;
5513;95;2686;
5514;876;510;
5515;457;95;
5516;558;7587;
5517;678;2626;
5518;579;1677;
5519;516;9738;
5520;348;2683;
5521;467;6143;
5522;712;8038;
5523;793;970;
5524;354;6275;
5525;144;8733;
5526;736;8504;
5527;221;7774;
5528;907;3000;
5529;633;8462;
5530;986;9565;
5531;412;2025;
5532;154;6641;
5533;45;7388;
5534;569;105;
5535;774;5326;
5536;400;2703;
5537;940;2493;
5538;797;7466;
5539;773;4310;
5540;40;2380;
5541;698;4849;
5542;782;1704;
5543;20;3286;
5544;825;2718;
5545;683;5072;
5546;905;8164;
5547;617;9708;
5548;715;1282;
5549;940;141;
5550;199;1514;
5551;619;3856;
5552;520;7763;
5553;576;567;
5554;253;2225;
5555;507;4101;
5556;668;914;
5557;696;2949;
5558;126;4807;
5559;575;3943;
5560;534;8029;
5561;713;8103;
5562;538;9095;
5563;514;1195;
5564;636;842;
5565;506;3146;
5566;723;2356;
5567;85;6356;
5568;362;2634;
5569;10;8993;
5570;946;8509;
5571;417;2202;
5572;107;1320;
5573;14;6894;
5574;86;8121;
5575;50;2930;
5576;718;5449;
5577;120;6601;
5578;268;6666;
5579;725;1515;
5580;274;9708;
5581;656;7829;
5582;111;6123;
5583;306;8621;
5584;953;7241;
5585;359;1583;
5586;761;212;
5587;250;9753;
5588;104;6099;
5589;927;6288;
5590;432;2946;
5591;353;6541;
5592;973;5864;
5593;908;7496;
5594;74;529;
5595;644;4239;
5596;7;7869;
5597;557;6947;
5598;552;6132;
5599;756;2687;
5600;97;5684;
5601;898;597;
5602;70;6968;
5603;881;4823;
5604;231;1719;
5605;767;3407;
5606;425;4583;
5607;968;5772;
5608;407;8844;
5609;584;1465;
5610;343;3344;
5611;197;3179;
5612;465;3936;
5613;43;7208;
5614;826;8737;
5615;17;6654;
5616;95;9614;
5617;800;7879;
5618;853;5199;
5619;252;1783;
5620;437;6567;
5621;571;8927;
5622;764;202;
5623;323;8818;
5624;177;6953;
5625;784;1088;
5626;520;3420;
5627;947;7796;
5628;212;1787;
5629;62;3495;
5630;936;2200;
5631;851;7264;
5632;790;6028;
5633;749;7449;
5634;809;6797;
5635;94;30;
5636;677;7080;
5637;823;5444;
5638;639;8817;
5639;574;7363;
5640;910;7013;
5641;449;7858;
5642;545;5784;
5643;418;5086;
5644;298;8735;
5645;123;6262;
5646;32;2332;
5647;152;2582;
5648;882;7650;
5649;963;6782;
5650;695;7156;
5651;259;9023;
5652;843;2670;
5653;358;9665;
5654;692;6111;
5655;869;6595;
5656;603;5938;
5657;95;545;
5658;373;5399;
5659;533;7883;
5660;41;1923;
5661;461;6744;
5662;524;145;
5663;442;5686;
5664;920;435;
5665;457;492;
5666;779;6265;
5667;598;9838;
5668;604;6124;
5669;901;4284;
5670;976;3256;
5671;492;6184;
5672;570;8132;
5673;749;2289;
5674;290;3407;
5675;930;7761;
5676;900;1641;
5677;49;4528;
5678;33;4523;
5679;951;2915;
5680;203;20;
5681;881;5397;
5682;521;1969;
5683;277;8576;
5684;666;8215;
5685;111;6759;
5686;935;9648;
5687;79;4979;
5688;113;3681;
5689;40;5528;
5690;58;5508;
5691;132;9060;
5692;343;2870;
5693;843;3891;
5694;867;8654;
5695;242;6898;
5696;127;9881;
5697;775;5294;
5698;189;1694;
5699;635;872;
5700;995;8723;
5701;25;2248;
5702;725;4092;
5703;419;8570;
5704;236;106;
5705;835;2937;
5706;402;1608;
5707;375;87;
5708;351;6589;
5709;222;8838;
5710;637;6079;
5711;119;7670;
5712;976;6549;
5713;648;763;
5714;586;9878;
5715;4;1786;
5716;931;851;
5717;598;6145;
5718;453;7326;
5719;914;8672;
5720;21;1158;
5721;795;6088;
5722;141;4784;
5723;887;5454;
5724;311;932;
5725;390;427;
5726;228;3201;
5727;385;8563;
5728;803;1133;
5729;160;4080;
5730;69;8572;
5731;908;4091;
5732;148;2748;
5733;995;3607;
5734;868;3820;
5735;41;9018;
5736;234;4567;
5737;67;7544;
5738;897;8801;
5739;392;3005;
5740;315;8588;
5741;248;2935;
5742;12;3175;
5743;822;9374;
5744;331;9780;
5745;786;6465;
5746;266;1861;
5747;863;4767;
5748;396;786;
5749;219;3150;
5750;558;4905;
5751;821;1323;
5752;814;1554;
5753;600;7839;
5754;336;478;
5755;958;7162;
5756;976;7708;
5757;872;5950;
5758;841;2743;
5759;185;523;
5760;372;4784;
5761;235;4082;
5762;308;9811;
5763;729;3416;
5764;310;9944;
5765;11;4522;
5766;655;5769;
5767;168;9512;
5768;133;5179;
5769;950;6831;
5770;623;8731;
5771;900;8742;
5772;401;9046;
5773;945;4228;
5774;807;2196;
5775;254;5564;
5776;618;6642;
5777;454;3671;
5778;193;2588;
5779;494;3485;
5780;303;4883;
5781;974;4303;
5782;290;4608;
5783;727;4963;
5784;724;7733;
5785;352;9949;
5786;482;2108;
5787;961;5799;
5788;802;1071;
5789;616;5501;
5790;777;8291;
5791;553;9159;
5792;58;6769;
5793;871;1396;
5794;707;4098;
5795;722;1743;
5796;290;2839;
5797;617;8481;
5798;669;9410;
5799;471;835;
5800;894;5221;
5801;938;1517;
5802;869;5701;
5803;422;5392;
5804;151;9562;
5805;304;4157;
5806;533;4758;
5807;694;560;
5808;415;9135;
5809;44;9564;
5810;359;5931;
5811;321;8820;
5812;435;5319;
5813;328;6403;
5814;242;4068;
5815;890;4825;
5816;983;7102;
5817;569;3907;
5818;315;7498;
5819;448;7318;
5820;765;2460;
5821;526;6391;
5822;492;7779;
5823;113;922;
5824;102;1873;
5825;478;213;
5826;889;4218;
5827;87;7872;
5828;678;3384;
5829;558;1707;
5830;629;2121;
5831;142;2780;
5832;340;7846;
5833;808;7427;
5834;473;8704;
5835;475;9724;
5836;991;969;
5837;725;9601;
5838;749;7980;
5839;246;5193;
5840;953;2283;
5841;868;6561;
5842;948;8803;
5843;216;773;
5844;447;5502;
5845;55;5564;
5846;164;5364;
5847;949;4253;
5848;751;3615;
5849;517;8737;
5850;35;7018;
5851;59;8439;
5852;177;4148;
5853;122;3117;
5854;523;3751;
5855;745;6754;
5856;534;6256;
5857;199;5798;
5858;126;8042;
5859;480;5162;
5860;635;8860;
5861;136;425;
5862;882;7259;
5863;53;3634;
5864;894;2653;
5865;937;7169;
5866;909;2124;
5867;836;8185;
5868;95;5170;
5869;216;7777;
5870;33;2151;
5871;134;408;
5872;408;1237;
5873;870;2566;
5874;913;9428;
5875;891;8048;
5876;813;4199;
5877;173;3511;
5878;970;6737;
5879;360;398;
5880;421;3509;
5881;346;6183;
5882;602;1434;
5883;234;6697;
5884;182;2007;
5885;252;7775;
5886;148;6416;
5887;97;16;
5888;36;9005;
5889;83;9190;
5890;482;3267;
5891;805;1229;
5892;178;5986;
5893;305;9851;
5894;73;9515;
5895;348;5862;
5896;934;5067;
5897;196;9766;
5898;680;4392;
5899;353;4233;
5900;49;8838;
5901;745;8524;
5902;688;2951;
5903;614;3405;
5904;45;7405;
5905;898;9306;
5906;461;2061;
5907;739;7733;
5908;565;3282;
5909;425;3991;
5910;106;8859;
5911;571;2717;
5912;199;6435;
5913;986;452;
5914;73;3386;
5915;838;6941;
5916;757;1892;
5917;84;9628;
5918;913;8558;
5919;433;5571;
5920;127;3785;
5921;512;3766;
5922;757;4821;
5923;511;7483;
5924;898;539;
5925;144;4224;
5926;523;2103;
5927;371;2824;
5928;235;8384;
5929;705;2275;
5930;762;2277;
5931;27;7513;
5932;4;8837;
5933;913;5619;
5934;370;811;
5935;334;6583;
5936;790;6437;
5937;240;9822;
5938;327;7087;
5939;694;4819;
5940;413;2737;
5941;923;9002;
5942;790;8369;
5943;279;6026;
5944;943;3014;
5945;812;2520;
5946;662;8011;
5947;45;3202;
5948;732;588;
5949;755;5461;
5950;816;7713;
5951;321;8588;
5952;551;4100;
5953;735;2710;
5954;807;4943;
5955;261;4290;
5956;370;7751;
5957;477;4921;
5958;968;3935;
5959;83;871;
5960;262;379;
5961;848;9480;
5962;531;5138;
5963;761;6668;
5964;752;7742;
5965;830;1702;
5966;847;3204;
5967;775;1991;
5968;444;7114;
5969;961;8625;
5970;385;6618;
5971;310;5595;
5972;78;1170;
5973;515;9728;
5974;853;3268;
5975;834;820;
5976;676;1441;
5977;416;6165;
5978;427;3533;
5979;497;7833;
5980;973;9423;
5981;943;7322;
5982;715;200;
5983;418;4507;
5984;996;1229;
5985;529;3749;
5986;721;4306;
5987;462;5986;
5988;404;4693;
5989;232;421;
5990;865;2293;
5991;570;4244;
5992;789;829;
5993;961;36;
5994;491;9968;
5995;211;6687;
5996;413;9330;
5997;970;3300;
5998;392;5825;
5999;543;3852;
6000;432;7519;
6001;20;1012;
6002;978;1005;
6003;34;5340;
6004;121;4405;
6005;601;6491;
6006;503;7332;
6007;270;6268;
6008;837;1330;
6009;750;2329;
6010;39;1824;
6011;9;4386;
6012;518;7980;
6013;122;5642;
6014;577;532;
6015;219;7903;
6016;246;8613;
6017;605;7508;
6018;849;2974;
6019;60;9628;
6020;567;8854;
6021;417;4485;
6022;901;9927;
6023;882;751;
6024;201;7237;
6025;820;7992;
6026;210;2063;
6027;304;9893;
6028;388;2145;
6029;164;7582;
6030;251;4819;
6031;880;3895;
6032;649;7506;
6033;192;8695;
6034;522;8969;
6035;514;8007;
6036;500;2412;
6037;325;3257;
6038;293;32;
6039;586;5057;
6040;628;4026;
6041;14;6980;
6042;290;8115;
6043;845;332;
6044;937;2244;
6045;531;3270;
6046;466;6324;
6047;75;5097;
6048;133;1611;
6049;691;8658;
6050;217;3346;
6051;478;64;
6052;964;458;
6053;121;2409;
6054;828;4149;
6055;418;9431;
6056;163;3236;
6057;393;3459;
6058;281;3774;
6059;379;7820;
6060;459;5994;
6061;683;7316;
6062;386;1674;
6063;481;9352;
6064;167;4932;
6065;143;3641;
6066;905;2285;
6067;998;4924;
6068;641;6068;
6069;568;3066;
6070;405;7369;
6071;542;7396;
6072;785;7336;
6073;681;2712;
6074;452;6086;
6075;957;1768;
6076;701;135;
6077;194;5949;
6078;270;2361;
6079;772;4024;
6080;105;9120;
6081;171;5152;
6082;784;239;
6083;997;2269;
6084;641;2992;
6085;606;5616;
6086;797;5760;
6087;529;1709;
6088;922;6138;
6089;321;9606;
6090;134;4174;
6091;465;8613;
6092;924;8286;
6093;65;389;
6094;651;6325;
6095;178;4702;
6096;722;9012;
6097;336;1883;
6098;560;6795;
6099;166;762;
6100;351;6736;
6101;608;9775;
6102;449;9022;
6103;177;9445;
6104;450;7661;
6105;853;8418;
6106;197;6698;
6107;137;7958;
6108;307;5124;
6109;255;7232;
6110;805;851;
6111;365;5837;
6112;467;9748;
6113;285;6606;
6114;918;3764;
6115;927;5540;
6116;431;7225;
6117;786;3387;
6118;314;8072;
6119;794;2640;
6120;565;9862;
6121;379;4209;
6122;419;9631;
6123;955;8847;
6124;278;1276;
6125;606;2946;
6126;416;6581;
6127;235;9610;
6128;594;4723;
6129;283;9181;
6130;149;7152;
6131;58;8658;
6132;470;2270;
6133;295;7192;
6134;919;8305;
6135;78;7251;
6136;368;6553;
6137;524;3669;
6138;837;8751;
6139;378;7861;
6140;121;5356;
6141;42;9839;
6142;832;8257;
6143;230;8488;
6144;362;4310;
6145;649;7243;
6146;483;5826;
6147;701;7653;
6148;943;4500;
6149;843;4682;
6150;859;6844;
6151;194;4834;
6152;150;7961;
6153;486;3059;
6154;695;7184;
6155;9;988;
6156;816;4006;
6157;472;4379;
6158;272;3050;
6159;908;2491;
6160;807;8929;
6161;169;6654;
6162;706;7775;
6163;323;7059;
6164;966;991;
6165;588;756;
6166;521;191;
6167;66;3487;
6168;692;6427;
6169;53;5615;
6170;68;4005;
6171;494;2854;
6172;88;7326;
6173;115;9689;
6174;869;7380;
6175;432;2856;
6176;485;1127;
6177;223;7864;
6178;895;1177;
6179;872;2639;
6180;167;9874;
6181;531;1692;
6182;254;9245;
6183;754;1520;
6184;372;2963;
6185;404;5101;
6186;986;2354;
6187;396;5145;
6188;36;4073;
6189;968;7695;
6190;67;7683;
6191;861;4866;
6192;297;8365;
6193;384;8271;
6194;494;358;
6195;728;9374;
6196;351;1410;
6197;143;8500;
6198;398;9451;
6199;646;7673;
6200;588;8132;
6201;192;5185;
6202;683;507;
6203;15;7785;
6204;401;2235;
6205;803;1791;
6206;742;2363;
6207;593;6270;
6208;710;2103;
6209;64;7909;
6210;386;8440;
6211;838;5011;
6212;761;5347;
6213;673;9842;
6214;412;4667;
6215;898;4061;
6216;984;1091;
6217;804;1310;
6218;948;2452;
6219;131;5657;
6220;577;4920;
6221;415;7278;
6222;849;9585;
6223;607;1215;
6224;585;3944;
6225;570;8303;
6226;728;6645;
6227;176;4531;
6228;362;8024;
6229;736;2792;
6230;278;8739;
6231;819;1088;
6232;930;9300;
6233;205;5818;
6234;545;482;
6235;684;2813;
6236;618;7843;
6237;184;9745;
6238;626;6247;
6239;795;6938;
6240;100;7141;
6241;818;5601;
6242;125;6640;
6243;561;2065;
6244;660;6710;
6245;525;7755;
6246;286;3749;
6247;371;5079;
6248;232;2618;
6249;902;2600;
6250;893;2695;
6251;85;2905;
6252;688;2256;
6253;51;7434;
6254;723;2675;
6255;40;3394;
6256;61;2450;
6257;381;8751;
6258;154;9534;
6259;101;1969;
6260;141;7329;
6261;79;3935;
6262;993;6663;
6263;751;9765;
6264;429;7386;
6265;956;1483;
6266;69;7241;
6267;468;8995;
6268;573;1237;
6269;396;6158;
6270;657;5912;
6271;268;6459;
6272;175;2994;
6273;839;893;
6274;6;3457;
6275;464;6280;
6276;592;364;
6277;160;7192;
6278;435;76;
6279;308;3198;
6280;805;1112;
6281;946;1336;
6282;245;5803;
6283;156;652;
6284;639;6820;
6285;686;81;
6286;967;5082;
6287;58;1370;
6288;895;778;
6289;3;6863;
6290;348;2254;
6291;6;3209;
6292;450;8268;
6293;956;8330;
6294;39;4056;
6295;364;279;
6296;685;8087;
6297;853;4532;
6298;377;1249;
6299;537;2890;
6300;665;6978;
6301;86;1271;
6302;563;4285;
6303;766;9730;
6304;752;317;
6305;262;2025;
6306;711;8170;
6307;731;4857;
6308;629;5636;
6309;760;4841;
6310;802;1968;
6311;388;8004;
6312;392;4668;
6313;25;9313;
6314;277;8992;
6315;695;3456;
6316;479;2498;
6317;71;7955;
6318;15;5926;
6319;972;9463;
6320;86;2161;
6321;387;1678;
6322;116;360;
6323;923;427;
6324;375;890;
6325;271;6601;
6326;217;8454;
6327;881;4567;
6328;666;1018;
6329;521;9060;
6330;356;9802;
6331;499;1139;
6332;886;9929;
6333;654;603;
6334;744;631;
6335;80;6574;
6336;621;6231;
6337;703;4756;
6338;207;5388;
6339;626;5827;
6340;4;9776;
6341;366;8669;
6342;53;6816;
6343;85;3894;
6344;152;4279;
6345;137;4737;
6346;387;933;
6347;151;8534;
6348;513;6443;
6349;78;4946;
6350;450;7478;
6351;894;1610;
6352;898;1414;
6353;293;7837;
6354;275;26;
6355;836;6198;
6356;606;2266;
6357;657;3579;
6358;69;7601;
6359;590;1189;
6360;172;900;
6361;862;4364;
6362;174;4915;
6363;496;2430;
6364;644;7931;
6365;420;2699;
6366;80;1878;
6367;642;2528;
6368;680;2256;
6369;50;6287;
6370;685;3334;
6371;966;4823;
6372;299;8445;
6373;699;4245;
6374;635;2941;
6375;582;1335;
6376;100;2296;
6377;68;7432;
6378;129;8682;
6379;730;5821;
6380;284;2670;
6381;899;8411;
6382;807;1883;
6383;32;371;
6384;443;2858;
6385;57;3948;
6386;874;917;
6387;370;2139;
6388;430;4269;
6389;49;1905;
6390;757;3048;
6391;811;1024;
6392;140;5061;
6393;910;7291;
